0.21
0.44
0.43
0.38
0.52
0.46
0.6
0.565
0.66
0.665
0.615
0.665
0.665
0.645
0.595
0.685
0.595
0.65
0.635
0.625
0.605
0.55
0.695
0.6
0.605
0.655
0.645
0.61
0.7
0.595
0.655
0.645
0.585
0.625
0.62
0.69
0.74
0.605
0.655
0.735
0.67
0.66
0.64
0.645
0.675
0.645
0.625
0.635
0.74
0.635
0.675
0.67
0.625
0.69
0.615
0.615
0.635
0.625
0.695
0.69
0.67
0.7
0.68
0.67
0.57
0.64
0.655
0.65
0.665
0.705
0.69
0.63
0.72
0.625
0.64
0.705
0.67
0.69
0.65
0.685
0.715
0.64
0.705
0.715
0.675
0.655
0.675
0.67
0.675
0.675
0.675
0.66
0.665
0.65
0.675
0.64
0.62
0.645
0.775
0.665
